"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2002","Sweden","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,048.9",""
"2002","Sweden","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,646.5",""
"2002","United Kingdom","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","71,820.8",""
"2002","United Kingdom","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,970.8",""
"2002","United Kingdom","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","33,861.4",""
"2002","United Kingdom","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","14,822.2",""
"2002","Iceland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","517.3","d"
"2002","Iceland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","201.6",""
"2002","Iceland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","198.0","d"
"2002","Iceland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","95.6","d"
"2002","Liechtenstein","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2002","Liechtenstein","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2002","Liechtenstein","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2002","Liechtenstein","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2002","Norway","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","10,866.3","d"
"2002","Norway","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,767.6",""
"2002","Norway","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,599.7",""
"2002","Norway","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,988.5",""
"2002","Switzerland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","12,006.7",""
"2002","Switzerland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,349.3",""
"2002","Switzerland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,037.0",""
"2002","Switzerland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,953.0",""
"2002","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","349.7","i"
"2002","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","209.1","i"
"2002","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","83.2","i"
"2002","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","57.4","i"
"2002","Turkey","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","13,773.9","i"
"2002","Turkey","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","6,287.8","i"
"2002","Turkey","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","2,833.8","i"
"2002","Turkey","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,651.7","i"
"2002","United States","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","489,687.8",""
"2002","United States","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","160,358.0",""
"2002","United States","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","172,740.1","d"
"2002","United States","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","123,322.5","d"
"2002","Japan","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","107,498.5",""
"2002","Japan","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","38,247.1",""
"2002","Japan","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","42,806.1","d"
"2002","Japan","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","16,000.1","d"
"2003","European Union (28 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","517,734.0","e"
"2003","European Union (28 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","118,340.4","e"
"2003","European Union (28 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","235,772.2","e"
"2003","European Union (28 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","114,280.7","e"
"2003","European Union (27 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","515,761.4","e"
"2003","European Union (27 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","117,435.4","e"
"2003","European Union (27 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","235,315.9","e"
"2003","European Union (27 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","113,914.8","e"
"2003","European Union (25 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","508,697.6","e"
"2003","European Union (25 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","115,291.4","e"
"2003","European Union (25 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","233,319.9","e"
"2003","European Union (25 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","112,522.6","e"
"2003","Euro area (18 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","368,117.7","e"
"2003","Euro area (18 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","79,263.2","e"
"2003","Euro area (18 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","170,838.2","e"
"2003","Euro area (18 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","82,047.8","e"
"2003","Euro area (17 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","366,959.4","e"
"2003","Euro area (17 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","79,064.3","e"
"2003","Euro area (17 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","170,189.6","e"
"2003","Euro area (17 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","81,887.1","e"
"2003","Euro area (15 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","363,497.4","e"
"2003","Euro area (15 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","78,454.9","e"
"2003","Euro area (15 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","168,458.5","e"
"2003","Euro area (15 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","81,209.8","e"
"2003","Euro area (13 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","362,226.0","e"
"2003","Euro area (13 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","78,135.5","e"
"2003","Euro area (13 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","167,912.4","e"
"2003","Euro area (13 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","80,951.4","e"
"2003","Belgium","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","15,963.4","d"
"2003","Belgium","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,831.6","d"
"2003","Belgium","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,794.1","d"
"2003","Belgium","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,463.0","d"
"2003","Bulgaria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,216.1",""
"2003","Bulgaria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","423.4",""
"2003","Bulgaria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","991.4",""
"2003","Bulgaria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","436.5",""
"2003","Czech Republic","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","6,997.1",""
"2003","Czech Republic","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,099.4",""
"2003","Czech Republic","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,611.4",""
"2003","Czech Republic","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,452.2",""
"2003","Denmark","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","11,525.8",""
"2003","Denmark","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,712.4",""
"2003","Denmark","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,988.9","d"
"2003","Denmark","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,457.2","d"
"2003","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","93,556.5",""
"2003","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","13,197.8",""
"2003","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","47,505.2",""
"2003","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","23,678.3",""
"2003","Estonia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","809.0",""
"2003","Estonia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","212.8",""
"2003","Estonia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","389.9",""
"2003","Estonia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","155.8",""
"2003","Ireland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","5,099.0",""
"2003","Ireland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,742.8",""
"2003","Ireland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","2,007.6",""
"2003","Ireland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,267.2",""
"2003","Greece","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","7,528.5","i"
"2003","Greece","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,147.3","i"
"2003","Greece","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","2,809.2","i"
"2003","Greece","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,328.7","i"
"2003","Spain","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","37,501.6",""
"2003","Spain","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","9,644.2",""
"2003","Spain","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","15,096.2",""
"2003","Spain","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","8,707.4","d"
"2003","France","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","84,561.3",""
"2003","France","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,936.9",""
"2003","France","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","40,475.4",""
"2003","France","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","17,566.2",""
"2003","Croatia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,972.6","d"
"2003","Croatia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","905.1","d"
"2003","Croatia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","456.3","d"
"2003","Croatia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","365.9","d"
"2003","Italy","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","62,669.1",""
"2003","Italy","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,077.0",""
"2003","Italy","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","30,412.0",""
"2003","Italy","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","10,289.6",""
"2003","Cyprus","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","968.0","d"
"2003","Cyprus","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","270.5","d"
"2003","Cyprus","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","444.0","d"
"2003","Cyprus","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","205.8","d"
"2003","Latvia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,158.4",""
"2003","Latvia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","198.8",""
"2003","Latvia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","648.6",""
"2003","Latvia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","160.7",""
"2003","Lithuania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,812.3",""
"2003","Lithuania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","268.1",""
"2003","Lithuania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","936.9",""
"2003","Lithuania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","349.5",""
"2003","Luxembourg","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","871.0","d"
"2003","Luxembourg","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","449.1","d"
"2003","Luxembourg","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","421.8","d"
"2003","Luxembourg","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2003","Hungary","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","7,752.5",""
"2003","Hungary","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,310.9",""
"2003","Hungary","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,551.3",""
"2003","Hungary","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,604.1",""
"2003","Malta","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","303.9",""
"2003","Malta","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","49.0",""
"2003","Malta","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","102.3",""
"2003","Malta","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","52.6",""
"2003","Netherlands","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","23,785.0",""
"2003","Netherlands","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","6,451.6",""
"2003","Netherlands","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","9,175.9",""
"2003","Netherlands","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","6,291.3",""
"2003","Austria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","11,850.0",""
"2003","Austria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,337.2",""
"2003","Austria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,832.4",""
"2003","Austria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,787.1",""
"2003","Poland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","20,658.3",""
"2003","Poland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","6,895.3",""
"2003","Poland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","7,954.7",""
"2003","Poland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,954.5",""
"2003","Portugal","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","9,213.5","d"
"2003","Portugal","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,799.0","d"
"2003","Portugal","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,775.0","d"
"2003","Portugal","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,661.9","d"
"2003","Romania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","4,856.6",""
"2003","Romania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,723.7","i"
"2003","Romania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,006.4","i"
"2003","Romania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","957.5","i"
"2003","Slovenia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,002.9",""
"2003","Slovenia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","883.3","d"
"2003","Slovenia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","485.8","d"
"2003","Slovenia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","447.2",""
"2003","Slovakia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,653.1","d"
"2003","Slovakia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","396.6",""
"2003","Slovakia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,341.2","d"
"2003","Slovakia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","521.5","d"
"2003","Finland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","7,809.3",""
"2003","Finland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,686.9",""
"2003","Finland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,204.6",""
"2003","Finland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,501.4",""
"2003","Sweden","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","16,584.0",""
"2003","Sweden","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,568.9",""
"2003","Sweden","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,112.7",""
"2003","Sweden","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,787.4",""
"2003","United Kingdom","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","75,265.9",""
"2003","United Kingdom","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","19,175.8",""
"2003","United Kingdom","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","36,334.0",""
"2003","United Kingdom","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","14,873.1","d"
"2003","Iceland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","578.6","d"
"2003","Iceland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","202.0","d"
"2003","Iceland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","189.4","d"
"2003","Iceland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","99.9","d"
"2003","Liechtenstein","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2003","Liechtenstein","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2003","Liechtenstein","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2003","Liechtenstein","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2003","Norway","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","11,120.1",""
"2003","Norway","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,961.4",""
"2003","Norway","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,008.5",""
"2003","Norway","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,379.5",""
"2003","Switzerland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","12,254.3",""
"2003","Switzerland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,389.3",""
"2003","Switzerland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,016.5",""
"2003","Switzerland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,141.6",""
"2003","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","364.4","i"
"2003","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","222.3","i"
"2003","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","87.3","i"
"2003","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","54.7","i"
"2003","Turkey","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","14,706.2","i"
"2003","Turkey","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","6,795.4","i"
"2003","Turkey","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,139.7","i"
"2003","Turkey","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,771.0","i"
"2003","United States","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","515,030.6","d"
"2003","United States","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","163,007.7",""
"2003","United States","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","188,086.1","d"
"2003","United States","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","135,170.6","d"
"2003","Japan","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","109,655.5",""
"2003","Japan","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","38,777.7",""
"2003","Japan","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","42,712.8",""
"2003","Japan","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","18,416.7",""
"2004","European Union (28 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","534,765.1","e"
"2004","European Union (28 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","122,841.2","e"
"2004","European Union (28 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","241,170.6","e"
"2004","European Union (28 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","118,962.3","e"
"2004","European Union (27 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","532,677.2","e"
"2004","European Union (27 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","121,874.1","e"
"2004","European Union (27 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","240,693.7","e"
"2004","European Union (27 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","118,584.2","e"
